MWfrequencies,SDmean,err_SDmean
119.73947895791576,0.015873015873015872,0.01574653564323481
120.74148296593182,0.0,0.0
121.74348697394788,0.0,0.0
122.74549098196388,0.015873015873015872,0.01574653564323481
123.74749498997994,0.047619047619047616,0.02683029380090528
124.74949899799594,0.015873015873015872,0.01574653564323481
125.751503006012,0.0,0.0
126.753507014028,0.031746031746031744,0.022088645799247856
127.75551102204406,0.0,0.0
128.75751503006006,0.015873015873015872,0.01574653564323481
129.75951903807612,0.015873015873015872,0.01574653564323481
130.76152304609212,0.0,0.0
131.76352705410818,0.015873015873015872,0.01574653564323481
132.76553106212418,0.015873015873015872,0.01574653564323481
133.76753507014024,0.0,0.0
134.7695390781563,0.0,0.0
135.7715430861723,0.0,0.0
136.77354709418836,0.015873015873015872,0.01574653564323481
137.77555110220436,0.015873015873015872,0.01574653564323481
138.77755511022042,0.0,0.0
139.77955911823642,0.015873015873015872,0.01574653564323481
140.78156312625248,0.031746031746031744,0.022088645799247852
141.78356713426848,0.0,0.0
142.78557114228454,0.0,0.0
143.78757515030054,0.015873015873015872,0.01574653564323481
144.7895791583166,0.0,0.0
145.7915831663326,0.015873015873015872,0.01574653564323481
146.79358717434866,0.0,0.0
147.79559118236466,0.0,0.0
148.79759519038072,0.0,0.0
149.79959919839678,0.031746031746031744,0.022088645799247856
150.80160320641278,0.031746031746031744,0.022088645799247856
151.80360721442884,0.0,0.0
152.80561122244484,0.0,0.0
153.8076152304609,0.0,0.0
154.8096192384769,0.015873015873015872,0.01574653564323481
155.81162324649296,0.015873015873015872,0.01574653564323481
156.81362725450896,0.0,0.0
157.81563126252502,0.031746031746031744,0.022088645799247852
158.81763527054102,0.031746031746031744,0.022088645799247856
159.81963927855708,0.0,0.0
160.82164328657308,0.0,0.0
161.82364729458914,0.015873015873015872,0.01574653564323481
162.82565130260514,0.0,0.0
163.8276553106212,0.031746031746031744,0.022088645799247852
164.82965931863725,0.015873015873015872,0.01574653564323481
165.83166332665326,0.015873015873015872,0.01574653564323481
166.83366733466931,0.0,0.0
167.83567134268532,0.0,0.0
168.83767535070137,0.0,0.0
169.83967935871738,0.015873015873015872,0.01574653564323481
170.84168336673343,0.0,0.0
171.84368737474944,0.015873015873015872,0.01574653564323481
172.8456913827655,0.015873015873015872,0.01574653564323481
173.8476953907815,0.0,0.0
174.84969939879755,0.031746031746031744,0.022088645799247856
175.85170340681356,0.031746031746031744,0.022088645799247856
176.8537074148296,0.015873015873015872,0.01574653564323481
177.85571142284567,0.015873015873015872,0.01574653564323481
178.85771543086167,0.031746031746031744,0.022088645799247852
179.85971943887773,0.0,0.0
180.86172344689373,0.0,0.0
181.8637274549098,0.031746031746031744,0.022088645799247856
182.8657314629258,0.0,0.0
183.86773547094185,0.015873015873015872,0.01574653564323481
184.86973947895785,0.0,0.0
185.8717434869739,0.0,0.0
186.8737474949899,0.0,0.0
187.87575150300597,0.015873015873015872,0.01574653564323481
188.87775551102197,0.015873015873015872,0.01574653564323481
189.87975951903803,0.0,0.0
190.88176352705403,0.015873015873015872,0.01574653564323481
191.8837675350701,0.0,0.0
192.88577154308615,0.015873015873015872,0.01574653564323481
193.88777555110215,0.0,0.0
194.8897795591182,0.0,0.0
195.8917835671342,0.015873015873015872,0.01574653564323481
196.89378757515027,0.0,0.0
197.89579158316627,0.015873015873015872,0.01574653564323481
198.89779559118233,0.0,0.0
199.89979959919833,0.015873015873015872,0.01574653564323481
200.9018036072144,0.015873015873015872,0.01574653564323481
201.9038076152304,0.031746031746031744,0.022088645799247856
202.90581162324645,0.0,0.0
203.90781563126245,0.015873015873015872,0.01574653564323481
204.9098196392785,0.015873015873015872,0.01574653564323481
205.9118236472945,0.047619047619047616,0.026830293800905285
206.91382765531057,0.015873015873015872,0.01574653564323481
207.91583166332663,0.0,0.0
208.91783567134263,0.0,0.0
209.9198396793587,0.0,0.0
210.9218436873747,0.0,0.0
211.92384769539075,0.015873015873015872,0.01574653564323481
212.92585170340675,0.015873015873015872,0.01574653564323481
213.9278557114228,0.031746031746031744,0.022088645799247856
214.9298597194388,0.031746031746031744,0.022088645799247852
215.93186372745487,0.015873015873015872,0.01574653564323481
216.93386773547087,0.015873015873015872,0.01574653564323481
217.93587174348693,0.015873015873015872,0.01574653564323481
218.93787575150293,0.015873015873015872,0.01574653564323481
219.939879759519,0.015873015873015872,0.01574653564323481
220.94188376753505,0.0,0.0
221.94388777555105,0.0,0.0
222.9458917835671,0.0,0.0
223.9478957915831,0.015873015873015872,0.01574653564323481
224.94989979959917,0.0,0.0
225.95190380761517,0.015873015873015872,0.01574653564323481
226.95390781563123,0.015873015873015872,0.01574653564323481
227.95591182364723,0.0,0.0
228.95791583166329,0.0,0.0
229.9599198396793,0.015873015873015872,0.01574653564323481
230.96192384769535,0.015873015873015872,0.01574653564323481
231.96392785571135,0.031746031746031744,0.022088645799247856
232.9659318637274,0.0,0.0
